comment,sentiment
门口 迎宾 服务态度 恶劣 店太火 容不下 客人 ,0
消费 甩 脸子 拿出 一点 服务行业 样子 菜慢 放假 排队 这么久 吃 顿饭 还坏 心情 反正 以后 再来 ,0
这家 知道 这次 一共 五个 两人 吃 剩下 三人 拉肚子 整体 感觉 吃 羊肉 原因 烤羊肉 特别 咸 齁 死 新鲜 肉 加盐 遮盖 变质 味道 真无语 按理说 客流 应该 下次 不敢 再 自助餐 种类 一种 v 新鲜 拉肚子 烤 大虾 好 有点 肉 粉 ,0
这菜 口味 完全 心碎 价格 贵 份量 小 一次 再 没有勇气 再 ,0
真的 好吃 干酪 鱼 失望 透 理解 火 ,0
特别 真是 没什么 好吃 ,0
晚上 差点 点 东西 没什么 烤肉 别提 少 吃 好几种 每次 只 一点 吃 煮 饺子 吃饱 想象 好 环境 69 一位 团购 只能 平日 中午 使用 俩 138 吃 点 熟食 烤 玉米 送 三次 下次 ,0
味道 不错 服务 希望 提高 服务 ,1
心 念念 想要 灭 草 两点 号 倒 多久 点 几个 特色菜 干酪 鱼 小吊梨汤 比较 浓稠 听说 熬 五个 小时 口感 倒 小豆 凉糕 浓浓的 红小豆 味儿 入口 化 梨球 果仁 虾 实在 看见 果仁 梨球 外面 面糊 太 感觉 菜 没什么 出彩 地方 小 煎 猪肝 不错 软硬 适中 小吊 自制 豆腐 吃 一块 不想 再 吃 推荐 也许 胃口 不太好 关系 吃 灭 心中 长久以来 草 ,1
菜 不错 服务 真的 太差 希望 能够 改善 一下 ,0
老公 妈妈 团购 服务员 态度 好 菜 口味 赞 菜量 小 呵呵 妈妈 吃 开心 下次 继续 关顾 ,1
菜量 小 最后 奶茶 瓶子 告诉 带走 告知 需要 10 块钱 消费 透明 第二次 ,0
这是 一家 顾客 当贼 店 吃 事情 门口 座 一边 喝水 媳妇 问 服务员 菜单 一下 服务员 表示 一本 顾客 正在 媳妇 提出 可否 再 本来 早 决定 好吃 省 时间 提高 翻台率 服务员 表示 媳妇 离开 服务员 看到 现在 旁边 明 知道 旁边 太 恶劣 媳妇 离开 后 正在 菜单 顾客 放 两本 菜单 外面 转身 顾客 拿走 想 问 你家 菜单 做 天津人 穷 疯 爸妈 义务教育 只想 劝 一句 心有 企业 做多大 朋友 去不去 掂量 ,0
普通 家常菜 改个 好听 名字 价高 量 小 实惠 以后 再 ,0
菜 好吃 品种 少 不太 喜欢 ,0
总体 感觉 北京 店 好 包含 菜 味道 种类 本来 爱喝 梨 汤 变得 好稀 感觉 水兑 那年 北京 背好 几瓶 回 天津 时 味道 坐下 点菜 好 几道菜 这次 点 鲜贝 烧茄子 缸子 肉 牛肉 烩饭 凑乎 ,0
老公 大悦 城 玩儿 吃 味道 真的 不错 这家 店 一对 年轻 小两口 自主 创业 开 店 环境 不错 菜品 质量 不错 西餐 为主 情调 小店 喜欢 范儿 孩子 放假 孩子 尝尝 孩子 肯定 喜欢 哒 这次 太 饿 吃 忘 拍照 下次 再 一定 补 ,1
心烦 味道 先不提 上菜 速度 奇慢 奇慢 奇慢 菜 愣 一个 小时 完 醉 每次 问 好 好 我次 奥 真是 心力交瘁 ,0
服务态度 恶劣 味道 一般般 不值 ,0
老板 特别 热情 聊天 位置 还特 高兴 饭菜 性价比 不错 有点 油腻 ,1
姐夫 请客 超级 情况 下 环境 自然 嘈杂 一些 蜜汁 梅肉 比尔 好吃 烤羊肉 味道 好 玉米 加 炼乳 美味 烤肉 不错 热菜 凉菜 炸食 丰富 偿 几口 热茶 配 这点 真的 满意 ,1
周末 父母 一起 吃饭 选择 这家 餐厅 店 名 天津 味道 一家 餐厅 天津 味道 太 好吃 菜品 量 价格 不贵 爸爸妈妈 一直 点赞 推荐 餐厅 真不错 以后 还会 推荐 好 朋友 ,1
以前 听 朋友 好吃 挺 期待 今天 厨师 打死 卖盐 老抽 生抽 只 吃 咸 没吃出 香来 有个 服务员 态度 真心 不好 ,0
朋友 回家 四个 中午 团购 挺 实惠 说实话 吃 完事 草莓 冒出来 一条 死 虫子 一个 恶心 经理 一堆 明显 能力 不够 矫情 半天 送 几个 杯子 完事 不想 矫情 大个 店 这种 处事 方式 接受 反正 再也 不想 同事 害怕 以前 吃 希望 贵 公司 领导 注意 品质 顾客 满意 生存 下去 ,0
环境 装修 不错 菜 做 真心 对象 做 好吃 感觉 有点 坑爹 一次 管够 奶茶 味道 行 ,0
现在 这种 烤肉店 越来越少 回忆 以前 性价比 肯定 不错 ,1
好 失望 下次 还要 ,1
环境 确实 不错 大学城 骑鹅 公社 靠窗 位置 味道 真心 白堤路 凤荷园 那家 价位 比凤 荷园 贵 味道 却 对不起 价钱 当时 节日 忘记 服务员 一直 推荐 烤半鸡 烤 全鸡 几天 最后 点 一个半 鸡 真心 上当 手套 西餐 刀 吃饭 肉 骨头 再 吃 娜娜 家 凤荷园 ,0
一直 喜欢 段时间 不来 有点 想念 ,1
五点 四十 拿到 号 等位 八点 四十 位子 微信 看到 前面 桌 还好 明智 选择 坐 吧台 桌子 凳子 有点 高 觉得 不好 榴莲 千层 蛋糕 很合 口味 里面 榴莲果 肉 烟花 妓女 意面 猪 肋排 有点 辣 不吃 辣 评价 下次 尝试 墨鱼 意 面 奶酪 罐子 甜甜的 喜欢 甜食 亲 吃 吃 餐厅 座位 好多 人会 一直 聊 好久 久 整体 味道 不错 三个 小时 有点 值得 ,1
发差评 第一次 用餐 经历 实在 糟糕 不到 点 大桌 号 一直 点多 入席 一大家子 人多 时间 哪排 绝不会 再 干 久 可气 点 完号 明明 有空 大桌确 一直 不喊 号 点 40 喊 久 顾客 情感 安慰 一副 完全 乐意 态度 这点 服务 意识 海底 捞 差远了 实际 菜品 门口 提示 严禁吸烟 却 制止 吸烟 行为 完全 考虑 大多数 顾客 感受 印象 很差 再也不会 ,0
店 有点 难 找 门面 不太 起眼 碰上 一家人 费劲 找到 店面 装修 不错 好几层 天津 菜 改动 真 发现 太 好吃 八珍 豆腐 放 千叶 豆腐 改良 改烂 酸奶 奶茶 杯子 可爱 菜 口味 偏重 味道 评价 只能 这次 大众 点评 坑害 好惨 T T 走 碰到 进店 时 家人 评价 真 难吃 小区 门口 盒饭 朋友 家人 喜欢 再来 大众 点评 好评 原因 是因为 好评 返现 淘宝 学 ,0
好吃 菜品 咸 上菜 速度慢 ,1
真心 知道 多人 排队 太 难吃 桌子 菜 剩下 ,0
菜 太太 咸了 齁 咸 齁 咸 满意 ,0
今天 小伙伴 娜娜 家 吃饭 本来 11 点 40 多到 11.50 多点 完餐 之后 人理 中间 问过 一次 服务员 催下餐 最后 12 点半 上菜 找个 服务员 点餐 当时 小伙伴 幸亏 拍 照片 说点 完餐 之后 人理 结算 费用 之前 问 服务员 催餐 催 鬼 催餐 知道 催 具体 问 下 导致 12 点 40 多才点 上餐 点 电影 耽误 上菜 慢 半个 小时 之前 耽误 算 主食 吃 完 沙拉 就要 退 服务员 说完 不理 未经 允许 不许 退 奇怪 没上 之前 长时间 吃 完 沙拉 不上 之后 自称 经理 一个 男 退 服务员 一个个 大爷 过来 最后 过去 请 过来 这次 外面 吃饭 最 不好 一次 以后 再 建议 去过 顾客 慎重 选择 服务态度 差 菜色 相信 再 尝试 觉得 做 服务行业 菜品 更要 注重 服务质量 ,0
合口味 喜欢 上次 北京 错过 幸好 天津 排队 小时 实在 暗暗 忍耐 吃个 饭 容易 干酪 鱼 小吊梨汤 每桌 必点 干酪 鱼 外形 漂亮 不忍 动筷 味道 不错 梨 汤 一壶 铜壶 看着 实际 汤 小 茶杯 小 一杯杯 品 显梨汤 喝 买个 小 玻璃瓶 打包带 走 小 煎 猪肝 脂肪 含量 高 好 这口 吃 吃 好 豌豆黄 芸豆 糕 传统 味道 凉凉 甜甜 吃 爽口 肉龙 厚实 感觉 肉和面 厚 分量 很足 两人 吃 排骨 忘记 名字 看着 一碗 吃 肉 希望 一直 保持 水准 推荐 还会 再 吃 ,1
恒隆 里 吃 挺 火 环境 新开 没多久 自然 好 看不出 菜系 推荐 菜里 锅包肉 权当 东北菜 锅包肉 感觉 做 肉 炸 嚼 不动 熏 排骨 很香 好吃 推荐 ,1
饭点 需要 等位 种类 齐全 肉品 新鲜 味道 特别 好吃 ,1
口味 偏甜 推荐 手 撕奶 香饼 甜度 适中 奶香 十足 不腻 油量 接受 拍照 ,1
地道 天津 味 怀念 味道 却 不失 新颖 ,1
号 过时 排 两次 号 吃 真的 失望 原因 总体 印象 咸 口重 吃 比较 合适 ,0
前 几天 家人 过生日 吃 等位 一个 小时 点菜 最后 落下 一个 店员 忙 听 清楚 菜名 落下 一个 吧台 负责 做 饮料 服务员 尝 我点 柠檬茶 干嘛 搅拌 勺 尝 完 放 回去 继续 搅拌 位置 正好 吧台 看见 一幕 是不是 就要 喝 口水 饮料 时 问 “ 做 饮料 尝 ” 回答 “ 不尝 知道 里面 缺什么 ” 一副 “ 太 大惊小怪 ” 样子 哭笑不得 问 “ 尝 完 再 放 回来 搅拌 ” 重新 做 一杯 不敢 再 喝 果断 退 饮料 ,0
难吃 口味 偏酸 一个 吃货 爱 吃 真 奇怪 多人 排队 没摆盘 太忙 服务员 一直 催旁 桌给 撤 盘子 这点 不好 ,0
菜品 总的说 过去 觉得 特色 熏肉 吃 味道 已经 发苦 希望 改进 月牙 骨炖 豆角 月牙 骨 全是 肥肉 用餐 时 比较 晚 排号 门口 服务员 不耐烦 点餐 时 服务员 一边 点 一边 对讲机 聊天 感觉 不好 希望 注意 真的 没什么 再次 用餐 理由 ,0
吃 几次 东北菜 口味 熏 排骨 入味 吃 挺 过瘾 烤 蛏子 味道 不错 锅包肉 酸酸甜甜 吃 拉皮 麻酱 适量 加 三杯 鸡 味道 正宗 总体 来说 性价比 挺 高 ,1
转 一圈 最后 找到 本来 标签 天津 菜 发现 想象 中 那种 比较 小 清新 适合 情侣 约会 送 两杯 酸奶 点 剔牙 鸡 强抱 洋白菜 吃 一阵 想 拍照 超 喜欢 进化 副 画 剔牙 鸡 不错 洋白菜 咯 喜欢 盘子 ,1
中规中矩 没什么 特色 不难 吃 只能 中规中矩 门口 哈根达斯 优惠 吃 唯一 亮点 ,1
真是 想不通 多人 排队 难吃 要死 先说 特色 奶香手 撕饼 奶 香味 人闻 恶心 吃不下 铁板 茄子 知道 里面 夹 肉 一股 味 甜 腻 吃 两口 不想 吃 豆腐 行 吃 几口 永远 永远 再来 ,0
家长 草 久 听说 不错 健身 后 第一次 吃 自助 周末 排队 依旧 提前 取号 行 服务员 引位 秩序井然 卫生状况 佳 自取 菜品 种类 挺 挺好吃 不像 别家 自取 食物 难以 下咽 饮料 怪味 这点 挺不错 甜品 区 阿姨 好 告诉 两分钟 后 热蛋挞 出炉 下 再 别拿冷 掉 推荐 豆浆 芝士 蛋糕 水果 烤肉 方面 不错 切肉 小哥 主动 问 是否 需要 想 吃 赞 推荐 烤 虾 烤鸡 翅 烤鸡 培根 金针菇 卷 烤 鱿鱼 槽 点 只能 现金支付 理解 这次 自助餐 不虚此行 挺值 做个 参考 ,1
今天 菜 知道 以前 好吃 尤其 蘑菇 汤 羊排 焗 饭 里面 根本 热 ,0
周六 午餐 等位 半个 小时 等位 期间 提供 免费 柠檬水 炸 虾片 煮 鸡蛋 忘记 名字 好像 果 点 招牌 几个 菜 梨 汤 觉得 甜 品类 好吃 好评率 挺 高 果仁 虾 真心 没觉 好吃 梨 汤 汤 不甜 不甜 整体 感觉 不错 服务 热情 还会 再 ,1
一直 心心念念 这家 之前 朋友 来过 评价 不错 周末 完 比赛 特意 过来 拔草 下午 不到 四点 半到 已经 号 四点 三十五分 号 先是 大桌 四人桌 最后 小桌 第一批 进 三个 人点 菜单 菜 他家 菜量 很大 最后 脱骨 鸡 剩 打包 干净 最爱 吃 小 煎 猪肝 滑 嫩 口味 好 梨 汤 稠 虾球 虾炸 不错 下面 梨 脱骨 鸡 不错 两种 酱料 蘸 肉 红参 肥牛 失望 原来 红参 指 红萝卜 烤鸭 便宜 点 鸭埔 卷 吃 不错 服务态度 好 点 完会 提醒 菜会慢 不好意思 负责 区域 小女孩 挺 好 挺 热情 点个 赞 ,1
闺女 爱 吃 他家 熏 排骨 吃 吃 几次 每次 点 菜 惊喜 ,1
大众 点评 真的 代表 大众 口味 价格 便宜 一点 西餐 味儿 意大利 面 甜口 西班牙 海鲜 饭 是不是 酱油 焗 饭 合适 焗 土豆泥 放 糖 娜娜 家 需 原料 烹饪 水平 下功夫 目前 同等 价位 西餐厅 水准 差 远 ,0
很久没 滨江道 听 朋友 介绍 专门 尝尝 地点 好找 门面 明显 容易 找到 店内 环境 特点 时尚 元素 店 很大 吃饭 特别 店家 服务 好 喜欢 一家 店 菜 味道 好 喜欢 吃 天津 菜 ,1
怀疑 菜 好吃 买来 点评 好吃 搞笑 ,0
不错 依然 棒 一次 想 第二次 甜点 做 味道 太棒了 卖相 太好了 贵些 值 ,1
整个 就餐 过程 白水 找 直接 旁边 桌上 端下来 喝过 水 壶 不想 喝 桌上 直接 端下来 水 直接 站 桌子 前 喊 赶紧 开除 算了 影响 顾客 满意 影响 生意 ,0
味道 差劲 吃 海参 刀叉 海参 明显 药发 吹牛 十年 老店 实物 菜单 严重 不符 上菜 小哥 手指头 伸到 菜 里面 推荐 ,0
服务员 总体 来说 客气 东西 真的 不值 价钱 蛋糕 冰柜 里 放 梆硬 意面 少 可怜 有点咸 口味 好 天津 好吃 西餐 真的 为数不多 别无选择 选择 娜娜 家 点菜 真的 麻烦 花 多钱 大排档 醉 ,0
昨天 吃 中午 吃 午饭 下午 狂 拉肚子 跑 厕所 跑 死 扇贝 新鲜 医院 输液 再见 ,0
里面 挺大 东西 算 好吃 ,1
第二次 朋友 不错 性价比 挺高 ,1
特别 赞 吃 最好 一次 自助 环境 特别 好 服务态度 特别 好 种类 下次 一定 还来 ,1
说实话 烤肉 家 区别 优点 环境 缺点 不齐 不让 进 排队 号 号 作废 等待 水 零食 吃 服务 海底 捞 差 十万八千里 请客 邀 朋友 直接 pass ,1
恒隆 里算 比较 火 一家 早早 17 00 进店 环境 不错 推荐 锅包肉 金牌 烤 蛏 妈妈 香熏 骨 外加 主食 妈妈 黄米 烙 主食 最先 外皮 面包 口感 里面 夹 黏 黄米 行 金牌 烤 蛏 酱 香味 蛏子 处理 比较 干净 锅包肉 比较 喜欢 炸得 酥脆 吃 最佳 喜欢 糖醋 口 慎选 妈妈 香熏 骨 觉得 里面 入味 只 外面 熏味 肉 比较 点多人 比较 嘈杂 整体 ,1
浙江人 多人 排队 口碑 好 吃 拉皮 蛏子 行 还行 算不上 招牌 鱼丸汤 肉 散 腥 牛腩 煲 菜 没法 吃 蔬菜 太老 失望 口味 ,0
好 排队 倒 服务 棒 环境 喜欢 一些 吵 娜娜 家 奶酪 罐子 比较 喜欢 剩下 无感 胃口 ,0
商家 想 挣钱 顾客 着想 定做 时 两个 孩子 比较 小 希望 商家 照顾 一下 商家 听 说话 电话 里光 听 人性化 ,0
知道 送 桌 现在 排队 ,0
昨天晚上 吃 总体 凑合 只能 现金 结账 不太好 现在 一个 路边摊 微信 支付宝 付钱 服务 挺 想 坐在 靠外 一点 地方 告知 预定 坐在 里面 发 东西 特别 慢 自助 菜品 吃饱 口味 有个 牛肉 根本 咬不动 有待 提高 ,0
真不知道 火 排队 感受 一次 一次 再也不会 慢 排队 慢 点餐 慢 上菜 慢 服务员 慢 东西 慢 结账 站 眼前 死 盯 是否 输 密码 先 结账 后 上菜 盯 结账 后 看不见 服务员 听不见 看不见 菜 中午 提供 最后 菜 直接 打包 已经 不饿 ,0
还行 之前 点评 评价 高 一直 想来 这次 终于 如愿 熏 排骨 做 算 地道 两个 人点 小份 吃 完 手 撕饼 味道 口感 不错 菜点 最后 主食 吃 一口 打包 回来 干锅 千页 豆腐 比较 味道 有点 重 拉皮 量 太大 味道 倒 还点 一个 芸豆 猪肉 实在 推荐 下次 约 几个 朋友 吃 还算行 ,1
第四次 吃 发誓 以后 再也 不去 太差 水煮鱼 一点 味道 估计 放盐 烤 蛏子 时 凉 ,0
东西 种类 味道 还行 还会 再 ,1
味道 太 知道 五星 好评 哪来 ,1
吃 算是 挺 好 一家 自助 ,1
周末 同事 一起 挺 20 多分钟 烤肉 不错 蜜汁 梅肉 偏甜 喜欢 还好 烤 玉米 甜 腻 蛋挞 巧克力 慕斯 好吃 烤生 蚝 限量 每人 每次 两只 偏小 味道 行 菜 性价比 不错 自助 缺点 现金支付 支付宝 微信 方便 ,1
晚上 有点 晚 等候 实物 品种 是因为 时间 缘故 服务员 肉类 相对 少 环境 特色 棉花 糖 感觉 一下子 回到 童年 ,1
芸豆 糕 里 吃 不明 物体 想到 接到 点评 信息 有效 信息 过少 不予 展示 头 一次 遇到 这种 情况 再次 没想到 ,0
人太多 重要 事 三遍 ,1
吐槽 一下 北 李妈妈 菜馆 锅包肉 太 难吃 味道 接受 明白 大众 点评 推荐 之前 几次 点 不到 菜 真是 无语 家 服务员 态度 特别 差 再也 不去 ,0
点 出头 已经 等位 人不多 等会儿 环境 领到 “ 何事 惊慌 ” 小 包厢 小桌 挺 安静 大厅 好多 推荐 干酪 鱼 梨 汤 这一壶 太多 喝 爆炸 干 素 烧鹅 不错 吃 菜 推荐 牛肉 烩饭 大众 口味 噢 确实 觉得 腻乎 肉块 大量 ,1
挺 好 环境 感觉 菜饭 样子 颜色 好 味道 有点咸 美中不足 ,1
感觉 南京 大牌 档 一个 性质 人超 距离 饭点 提前 半小时 位子 干酪 鱼滑 滑 QQ 牛肉 烩饭 家里 炖 肉满 有点咸 素 烧鹅 好吃 菜 整体 感觉 有点 少 总体 来说 算 满意 下次 尝 ,1
之前 最近 改变 好多 食物 种类 增多 味道 提升 旺 不错 ,1
太差 第一次 还好 一次 一次 点个 羊排 问 服务员 辣 非说 不辣 特别 辣 孩子 完全 吃 果断 退掉 最后 疙瘩汤 催 半天 凉 量 原来 少 好多 明显 报复 顾客 想点 个别 菜 点 “ 素质 ” 不愧 东北 人干 “ 素质 ” 真高 疙瘩汤 最后 喝 免得 服务员 使 坏 推荐 高 “ 素质 ” 摆 “ 消费 ” ,0
新店 开业 五点 号 七点 东西 越来越 贵 不让 自带 饮料 一块 巧克力 蛋糕 卖 40 块钱 每样 三四十 块 点餐 前面 排队 两个 平板 菜单 点餐 十几分钟 上菜 整个 上菜 过程 小时 原因 新开业 准备 好 开业 以前 觉得 娜娜 家 亲民 现在 改 高大 价格 高 普通 一份 意 面 女生 吃 太饱 ,0
干锅 点火 口水鸡 像是 方便面 调料 调 桌子 菜 玉米饼 服务员 等于 ,0
上菜 慢 口味 咸 大众 点评 ,1
开门 时间 不久 娜娜 家 告知 四点 以前 主食 块儿 蛋糕 坐下 真的 半个 小时 现做 冰箱 里 告诉 我为 毛要 这么久 毛呢 店里 一桌 客人 千层 榴莲 46 一块儿 榴莲 肉肉 ,0
口味 不错 服务态度 点赞 以后 优惠 ,1
服务员 服务态度 极差 告诉 投诉 大众 点评 差评 一身 傲气 满分 ,0
逛累 过来 休息 休息 环境 不错 特别 适合 闺蜜 小聚 挺 座位 安排 布置 挺 温馨 显得 乱 点 两个 饮品 微信 点餐 名字 挺 好听 比较 新意 点 完 忘 抹 茶 冰乐 好 一杯 顶 厚厚的 奶油 撒上 抹 茶粉 好看 更好 喝 果汁 饮品 鸡尾酒 颜色 一层 一个 口味 一层 一个 颜色 下次 试试 菜 品类 挺不错 样子 ,1
适合 聚会 海鲜 略少 菜品 比较 丰富 服务 相当 好 ,1
拉皮 每桌 必点 一份 金牌 烤 蛏子 肉质 很棒 很香 烤肉 有点咸 味道 好 ,1
味道 不错 稍微 有点咸 手 抓 饼 不错 ,1
店 喝杯 酸梅 汁 酸梅 汁 热 喝出 螺钉 承认 机器 故障 这是 做 餐饮 业界 良心 ,0
鼎 有名 娜娜 家 周一 下午 不用 排队 奶酪 罐子 赞赞 哒 饮品 真的 ,1
第二次 同事 中午 服务员 典型 忙不过来 食物 味道 吃 完 没多久 拉肚子 估计 干净 应该 再 ,0
一直 觉得 多好 大悦 城 逛街 累 找 不到 歇脚 地儿 点 奶茶 奶精 彩虹 蛋糕 奶油 加大 凉皮 奶 吃 完 回家 恶心 那天 特别 吵 特别 晒 ,0
价格 涨 点 啤酒 黑啤 小麦 掺 水 有点 不错 ,0
号 作废 应该 喊空 号 没人进 是不是 有点 浪费资源 别忘了 规矩 死 孩子 吃 根本 菜 味道 之前 环境卫生 不用说 ,0
菜品 服务 好 菜品 不太 干净 虾 虾线 ,0
团购 比较 合适 不错 不错 不错 不错 ,1
月 日 中午 水游城 吃 汉巴味德 爱人 吃 扇贝 当天 夜里 出现 拉水 呕吐 发烧 症状 吃 扇贝 病情 最重 孩子 吃 事情 希望 汉巴味德 号 菜品 质量关 以后 吃 ,0
冲着 点评 看到 好评 以为 好吃 出乎意料 菜 一点 好吃 感觉 肉嫩 正常 像是 泡发 嫩肉 粉放多 卫生状况 倒 垃圾 小哥 端 垃圾桶 餐桌 影响 食欲 店面 很小 觉得 网红店 大众 点评 好评 得到 五元 红包 违心 好评 原因 ,0
真 感觉 特别 好 也许 吃 不惯 巴西 烤肉 吃 一点 ,1
菜点 提醒 及时发现 协调 退说 已经 配好 旁边 桌 刚点 菜 好久 一起 上桌 一点儿 诚信 店家 两盘 菜 味道 还好 后面 柒 号 肉丝 过甜 馕 炒 肉 打死 卖盐 感觉 立顿 奶茶 22 贵 理直气壮 提供 发票 真想 举报 偷税漏税 太 垃圾 ,0
觉得 菜品 味道 太咸 上菜 太慢 服务态度 不好 ,0
服务态度 好 菜 不错 竟能 耗油 出神入化 ,1
大众 点评 砸 招牌 以前 口味 馆子 好 现在 这种 馋 鱼蜜 虾 凑合 吃 一塌糊涂 酒精类 水加 糖精 加 酒精 奶茶 水死 ,0
大悦 城 环境 好 周一 中午 正餐 点 零食 吃饱 高热量 懂 份 小 炖肉 微 味道 很赞 特别 想 米饭 吃 彩虹 沙拉 巧克力 杏仁 华夫饼 蓝天白云 特饮 味道 店 没差 好吃 没说的 贵 ,1
已经 总体 喜欢 ,1
挺 好 品种齐全 味道 不错 服务周到 家人 几次 ,1
菜 提前 炒 像是 微波炉 加热 端上来 碟子 热 去过 一次 再 ,0
这是 第二次 第一次 两点 多来 告知 主食 主菜 以为 晚 今天 一次 依然 主菜 主食 告知 四点 以后 办法 点 点 五个 三个 喝 点 好几个 吧台 点餐 好容易 点好 再 回去 座位 占 服务员 好久 那桌 客人 挪开 蛋糕 应该 当天 凉 硬 边上 有点 干 沙拉 一个 小时 催 好 几次 告知 做 一半 海鲜 芒果 沙拉 牛油果 生 海鲜 找到 看到 几桌 客人 简单 沙拉 不用 做 小时 夸张 顿饭 吃 ,0
好 几次 觉得 人多来 吃 热闹 喜欢 他家 蜜汁 梅肉 烤生 蚝 小菜 好 种类 繁多 价格 比较 相配 闺女 特别 喜欢 他家 棉花 糖 真是 哄娃 神器 唯一 不足 送肉 小哥 每次 比较 少 让给 多来 点儿 特别 ,1
之前 听 朋友 这家 店 不错 每次 恒隆 长队 上周末 服务 感觉 不怎么样 菜单 标注 清楚 菜 像是 菜 全是 大量 汤水 炖菜 点 四菜 一汤 最终 四汤 一菜 无语 关键 服务员 建议 菜 傻眼 服务员 偷笑 感觉 不好 服务 还行 收银 姐姐 挺 好 哒 偷偷 笑 却 客人 建议 小姑娘 服务员 讨厌 ,0
很早 等位 感觉 应该 好吃 口感 觉得 惊艳 味道 服务员 口音 重 好几遍 听懂 里面 小桌 摆 很挤 环境 嘈杂 菜品 小吊梨汤 稠 放 银耳 蜂蜜 银耳 味道 很浓 没喝 出梨汤 味道 干酪 鱼 爽口 豌豆黄 豌豆 味 湿湿的 很甜 口感 杏仁豆腐 硬 一点点 杏仁 味道 吃 好吃 红豆 凉糕 甜度 适中 脱骨 鸡 贵 好吃 很小 一只 鸡 68 没什么 味道 脱骨 小吊 豆腐 超级 难吃 价格 菜品 搭 感觉 不值 价钱 总体 有种 上当受骗 感觉 以后 再 光顾 ,0
点餐 再 送 吧台 结账 餐前 朋友 胃口 舒服 起点 养胃 茶 不行 醉 ,0
一直 听说 这家 店 出名 排队 27 桌 空桌 半小时 量 真的 太大 两个 人连 一半 吃 完 疙瘩汤 凉皮 觉得 四人份 推荐 蛏子 真的 好吃 两个 吃 干净 手 撕饼 有点 甜腻 喜欢 服务态度 好 ,1
特多 室内 有点 热 菜 一般般 ,1
吃 特别 喜欢 虾 肝 尖 超 好吃 肉龙 不错 肉 特别 下次 还要 ,1
恒隆 店 比较 喜欢 一家 店 每周 一次 最近 发现 服务 越来越 差 菜品 质量 越来越 差 失望 ,0
知道 捧 这家 美食 一种 热爱 天天 排队 赶上 时间 来拔 草 四十多 块钱 一份 招牌 奶酪 罐子 半杯 稀汤 顶 两条 饼干 还点 一份 焗 饭 半小时 见面 是否 应该 爱 期待 ,0
盼 许久 盼 开业 地道 京味 馆子 北京 名气 不小 多家 分店 终于 入驻 天津 梨 汤 滋补 饮品 京菜 南方 菜口略重 像津菜 注重 着色 味 浓 总体 比较 喜欢 梨 汤 直甜 那种 口感 应该 果子 里 熬 制出 甘甜 最 加入 冰糖 稠 最 喜欢 菜 应该 干酪 鱼 有点 相似 布丁 很浓 奶味 猪肝 特别 香 梨球 虾 酸甜 口 香橙 鱼 果味 比较 浓 偏甜口 鸡肉 没什么 特别 豌豆黄 北京 有名 小点 一份 总 觉得 没吃足 京味 环境 复刻 北京 文化底蕴 那种 人会常 光顾 地方 长辈 喜欢 朋友 小聚 家人 吃 不错 ,1
个人感觉 甜筒 以前 浓 希望 一如既往 ,1
无 语 第二次 吃 是因为 第一次 感觉 确实 不错 确定 再 第三次 大伙儿 原因 周六 中午 12 点 电话 预约 晚上 就餐 告知 下午 点才 预约 号 15 55 电话 预约 告知 包间 已满 只 剩 大厅 你家 包间 几点 预订 倒 知晓 一下 顾客 乐意 吃 人交多 订 大桌 下午 30 告知 前面 等待 桌 好 桌 眼看 人桌 顾客 一桌 一桌 进 愣 点半 吃 饭 更让人 忍无可忍 该店 机器 报号 报 两次 之后 人工 喊 号 确认 号 pass 当时 坐在 店门口 稍远 等候 区 正直 就餐 时间 商场 环境 嘈杂 机器 报 号 声音 清楚 等待 小时 里 前台 确认 是否 号 足见 顾客 忠诚度 顾客 听到 喊 号 商家 再 人工 喊 两声 等待 小时 后 最终 只得 放弃 大桌 一个 人桌 就乎 坐下 小桌 服务员 主动 调换 坐下 后 一位 貌似 管点 事 女服务员 不咸不淡 一句 早说 小桌 早就 拜托 服务行业 做成 你家 算够 牛 之前 吃 菜品 主食 汤 羹 一块 点 菜 服务员 汤 端上来 坐 火 问 一句 “ 这菜 没上 汤 ” 承认 语气 不太好 服务员 姐姐 厉害 直接 问 “ 汤 后 ” 瞬间 问 懵 貌似 中国 你家 西餐 我点 餐前 汤 服务 人员 是否 义务 顾客 确认 一下 “ 汤羹 能否 菜品 一块 ” 服务 垃圾 心疼 苦苦 等候 时间 留下来 吃 顿饭 这是 最后 一点 最 忍无可忍 28 日 晚上 你家 餐 29 日 一同 就餐 几个 全部 腹泻 消费者 够 窝囊 卫生局 投诉 是因为 时间 掰 扯 这事 消费者 我会 身边 所有 朋友 讲述 惨痛 经历 店家 真是 够 服务行业 餐饮行业 脸 用户 经历 经历 一件 事 估计 不愿 再 提及 你家 事 绝望 点评 意识 服务 中 存在 问题 想 好好 经营 好好 做下 内部 整顿 好自为之 ,0
